5.00e+01,-2.79e-01,4.15e+00,4.15e+00,1.23e+01,1.21e+02,5.04e+02
1.00e+02,-5.42e-01,4.15e+00,4.15e+00,1.23e+01,1.21e+02,5.05e+02
1.50e+02,-2.45e+00,4.15e+00,4.15e+00,1.23e+01,1.21e+02,5.05e+02
2.00e+02,-2.23e+00,4.15e+00,4.15e+00,1.23e+01,1.22e+02,5.06e+02
2.50e+02,-2.45e+00,4.15e+00,4.15e+00,1.23e+01,1.22e+02,5.07e+02
3.00e+02,-2.91e+00,4.15e+00,4.15e+00,1.23e+01,1.22e+02,5.06e+02
3.50e+02,-3.36e+00,4.15e+00,4.15e+00,1.23e+01,1.22e+02,5.07e+02
4.00e+02,-3.36e+00,4.15e+00,4.15e+00,1.23e+01,1.22e+02,5.06e+02
4.50e+02,-3.36e+00,4.15e+00,4.15e+00,1.23e+01,1.22e+02,5.06e+02
5.00e+02,-3.36e+00,4.15e+00,4.15e+00,1.23e+01,1.21e+02,5.06e+02
5.50e+02,-3.36e+00,4.15e+00,4.15e+00,1.23e+01,1.22e+02,5.06e+02
6.00e+02,-3.34e+00,4.21e+00,4.21e+00,1.23e+01,1.22e+02,5.06e+02
6.50e+02,-3.36e+00,4.21e+00,4.21e+00,1.23e+01,1.22e+02,5.06e+02
7.00e+02,-3.36e+00,4.27e+00,4.27e+00,1.27e+01,1.22e+02,5.07e+02
7.50e+02,-3.36e+00,4.27e+00,4.27e+00,1.27e+01,1.22e+02,5.06e+02
8.00e+02,-3.36e+00,4.86e+00,4.86e+00,1.26e+01,1.22e+02,5.08e+02
8.50e+02,-3.36e+00,5.61e+00,5.61e+00,1.23e+01,1.21e+02,5.06e+02
9.00e+02,-3.37e+00,5.61e+00,5.61e+00,1.23e+01,1.23e+02,5.08e+02
9.50e+02,-3.32e+00,5.61e+00,5.61e+00,1.23e+01,1.23e+02,5.09e+02
1.00e+03,-2.74e+00,5.61e+00,5.61e+00,1.23e+01,1.24e+02,5.10e+02
1.05e+03,-3.37e+00,5.56e+00,5.61e+00,1.23e+01,1.25e+02,5.11e+02
1.10e+03,-3.06e+00,5.61e+00,5.61e+00,1.23e+01,1.25e+02,5.11e+02
1.15e+03,-2.95e+00,5.61e+00,5.61e+00,1.23e+01,1.25e+02,5.12e+02
1.20e+03,-3.29e+00,5.61e+00,5.61e+00,1.23e+01,1.24e+02,5.12e+02
1.25e+03,-3.26e+00,5.61e+00,5.61e+00,1.23e+01,1.26e+02,5.13e+02
1.30e+03,-2.19e+00,6.61e+00,6.61e+00,1.35e+01,1.27e+02,5.14e+02
1.35e+03,-3.37e+00,6.61e+00,6.61e+00,1.35e+01,1.27e+02,5.15e+02
1.40e+03,-3.35e+00,6.61e+00,6.61e+00,1.35e+01,1.28e+02,5.16e+02
1.45e+03,-3.16e+00,5.61e+00,6.61e+00,1.35e+01,1.27e+02,5.14e+02
1.50e+03,-3.37e+00,5.63e+00,6.61e+00,1.35e+01,1.27e+02,5.15e+02
1.55e+03,-3.06e+00,5.61e+00,6.61e+00,1.35e+01,1.27e+02,5.15e+02
1.60e+03,-3.37e+00,5.63e+00,6.61e+00,1.35e+01,1.28e+02,5.16e+02
1.65e+03,-3.22e+00,5.61e+00,6.61e+00,1.35e+01,1.28e+02,5.17e+02
1.70e+03,-3.36e+00,5.63e+00,6.61e+00,1.35e+01,1.28e+02,5.16e+02
1.75e+03,-2.59e+00,5.61e+00,6.61e+00,1.35e+01,1.29e+02,5.17e+02
1.80e+03,-2.74e+00,5.61e+00,6.61e+00,1.35e+01,1.29e+02,5.18e+02
1.85e+03,-3.37e+00,5.61e+00,6.61e+00,1.35e+01,1.29e+02,5.18e+02
1.90e+03,-3.26e+00,5.49e+00,6.61e+00,1.35e+01,1.29e+02,5.17e+02
1.95e+03,-2.87e+00,5.61e+00,6.61e+00,1.35e+01,1.29e+02,5.17e+02
2.00e+03,-3.28e+00,5.49e+00,6.61e+00,1.35e+01,1.26e+02,5.15e+02
2.05e+03,-3.28e+00,4.90e+00,6.61e+00,1.35e+01,1.29e+02,5.17e+02
2.10e+03,-1.39e+00,5.49e+00,6.61e+00,1.35e+01,1.30e+02,5.18e+02
2.15e+03,-1.71e+00,5.58e+00,6.61e+00,1.35e+01,1.30e+02,5.18e+02
2.20e+03,-2.04e+00,5.58e+00,6.61e+00,1.35e+01,1.30e+02,5.19e+02
2.25e+03,-3.43e+00,5.99e+00,6.61e+00,1.35e+01,1.29e+02,5.20e+02
2.30e+03,-2.17e+00,5.99e+00,6.61e+00,1.35e+01,1.30e+02,5.20e+02
2.35e+03,-2.17e+00,6.43e+00,6.61e+00,1.35e+01,1.30e+02,5.20e+02
2.40e+03,-2.17e+00,6.43e+00,6.61e+00,1.35e+01,1.30e+02,5.20e+02
2.45e+03,-2.17e+00,6.83e+00,6.83e+00,1.37e+01,1.31e+02,5.21e+02
2.50e+03,-2.03e+00,6.51e+00,6.83e+00,1.37e+01,1.31e+02,5.21e+02
2.55e+03,-2.17e+00,6.51e+00,6.83e+00,1.37e+01,1.31e+02,5.21e+02
2.60e+03,-2.17e+00,6.51e+00,6.83e+00,1.37e+01,1.31e+02,5.21e+02
2.65e+03,-2.17e+00,6.51e+00,6.83e+00,1.37e+01,1.32e+02,5.22e+02
2.70e+03,-1.60e+00,6.51e+00,6.83e+00,1.37e+01,1.32e+02,5.22e+02
2.75e+03,-2.17e+00,6.51e+00,6.83e+00,1.37e+01,1.31e+02,5.22e+02
2.80e+03,-2.17e+00,6.54e+00,6.83e+00,1.37e+01,1.31e+02,5.22e+02
2.85e+03,-2.80e+00,6.54e+00,6.83e+00,1.37e+01,1.31e+02,5.22e+02
2.90e+03,-2.31e+00,6.54e+00,6.83e+00,1.37e+01,1.32e+02,5.23e+02
2.95e+03,-3.11e+00,6.54e+00,6.83e+00,1.37e+01,1.33e+02,5.24e+02
3.00e+03,-3.45e+00,6.54e+00,6.83e+00,1.37e+01,1.31e+02,5.24e+02
3.05e+03,-3.32e+00,6.54e+00,6.83e+00,1.37e+01,1.32e+02,5.25e+02
3.10e+03,-3.45e+00,6.56e+00,6.83e+00,1.37e+01,1.32e+02,5.25e+02
